query,Y
"Title: Get a Java string of form (num/num), to become two double valuesQuery: <p>For example, if I have a string (24/25), how would I go about being left with two double values of 24 and 25. My objective to to eventually, given a set of number of that form, divide each of them, and add to get the average. I'm fairly new to Java and I honestly am so confused as where to even begin. Thank you!</p>
",LQ_CLOSE
"Title: How do I download the Gson library?Query: <p>Should be simple question.</p>

<p>When I go to <a href=""https://github.com/google/gson"">https://github.com/google/gson</a> I can only download the library as a zip folder as opposed to a jar file.</p>

<p>Where can I get the jar file?</p>
",HQ
"Title: Animate.css and Angular 4Query: <p>I've poked around a bit, and it seems that there really is no straightforward way to get the Animate.css animations working in Angular.  Meaning, the animations would essentially need to be stripped out of the Animate.css library and translated into Angular animations.</p>

<p>Is there something I'm missing, or any resources I've missed on this topic?  Otherwise, are there other animation libraries that will work out of the box with Angular 4?</p>
",HQ
"Title: Bing maps stopped working suddenlyQuery: <p>I have used Bing map control in my UWP application for Desktop. It has suddenly stopped working and shows red icon on top of it as attached here:-
Please help if anyone has encountered this issue!</p>

<p><a href=""https://i.stack.imgur.com/URoqO.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/URoqO.png"" alt=""bing map with icon""></a></p>
",LQ_CLOSE
"Title: pandas.DatetimeIndex frequency is None and can't be setQuery: <p>I created a DatetimeIndex from a ""date"" column:</p>

<pre><code>sales.index = pd.DatetimeIndex(sales[""date""])
</code></pre>

<p>Now the index looks as follows:</p>

<pre><code>DatetimeIndex(['2003-01-02', '2003-01-03', '2003-01-04', '2003-01-06',
                   '2003-01-07', '2003-01-08', '2003-01-09', '2003-01-10',
                   '2003-01-11', '2003-01-13',
                   ...
                   '2016-07-22', '2016-07-23', '2016-07-24', '2016-07-25',
                   '2016-07-26', '2016-07-27', '2016-07-28', '2016-07-29',
                   '2016-07-30', '2016-07-31'],
                  dtype='datetime64[ns]', name='date', length=4393, freq=None)
</code></pre>

<p>As you see, the <code>freq</code> attribute is None. I suspect that errors down the road are caused by the missing <code>freq</code>. However, if I try to set the frequency explicitly:</p>

<pre><code>---------------------------------------------------------------------------
ValueError                                Traceback (most recent call last)
&lt;ipython-input-148-30857144de81&gt; in &lt;module&gt;()
      1 #### DEBUG
----&gt; 2 sales_train = disentangle(df_train)
      3 sales_holdout = disentangle(df_holdout)
      4 result = sarima_fit_predict(sales_train.loc[5002, 9990][""amount_sold""], sales_holdout.loc[5002, 9990][""amount_sold""])

&lt;ipython-input-147-08b4c4ecdea3&gt; in disentangle(df_train)
      2     # transform sales table to disentangle sales time series
      3     sales = df_train[[""date"", ""store_id"", ""article_id"", ""amount_sold""]]
----&gt; 4     sales.index = pd.DatetimeIndex(sales[""date""], freq=""d"")
      5     sales = sales.pivot_table(index=[""store_id"", ""article_id"", ""date""])
      6     return sales

/usr/local/lib/python3.6/site-packages/pandas/util/_decorators.py in wrapper(*args, **kwargs)
     89                 else:
     90                     kwargs[new_arg_name] = new_arg_value
---&gt; 91             return func(*args, **kwargs)
     92         return wrapper
     93     return _deprecate_kwarg

/usr/local/lib/python3.6/site-packages/pandas/core/indexes/datetimes.py in __new__(cls, data, freq, start, end, periods, copy, name, tz, verify_integrity, normalize, closed, ambiguous, dtype, **kwargs)
    399                                          'dates does not conform to passed '
    400                                          'frequency {1}'
--&gt; 401                                          .format(inferred, freq.freqstr))
    402 
    403         if freq_infer:

ValueError: Inferred frequency None from passed dates does not conform to passed frequency D
</code></pre>

<p>So apparently a frequency has been inferred, but is stored neither in the <code>freq</code> nor <code>inferred_freq</code> attribute of the DatetimeIndex - both are None. Can someone clear up the confusion?</p>
",HQ
"Title: White Page PHP data insertQuery: Good day comrades.
I am looking for answers about 10 hours on stackoverflow and google, have read about 50 same questions, every time its different, my head is allready has been boiling. I have a simple PHP CRUD application with OOP.
It has a connection to BD(it works, my data gets from bd and i could see it at my index.php in opera/safari), has 'add' action(it doesn't work - white page), 'edit' action (it doesn't work - white page), 'delete' action (it works). 

I am using in my project:

-PHPSTORM

-PHP CLI interpreter 7.2

-PHP language level 5.6

add.php code:

    <html>
    <head>
	<title>Add Data</title>
    </head>
    <body>
    <?php
    include_once(""classes/Crud.php"");
    include_once(""classes/Validation.php"");
    $crud = new Crud();
    $validation = new Validation();
    if(isset($_POST['Submit'])) {	
	$name = $crud->escape_string($_POST['name']);
	$age = $crud->escape_string($_POST['age']);
	$email = $crud->escape_string($_POST['email']);	
	$msg = $validation->check_empty($_POST, array('name', 'age', 'email'));
	$check_age = $validation->is_age_valid($_POST['age']);
	$check_email = $validation->is_email_valid($_POST['email']);
	if($msg != null) {
		echo $msg;		
		echo ""<br/><a href='javascript:self.history.back();'>Go Back</a>"";
	} elseif (!$check_age) {
		echo 'Please provide proper age.';
	} elseif (!$check_email) {
		echo 'Please provide proper email.';
	}	
	else { 
		$result = $crud->execute(""INSERT INTO users(name,age,email) VALUES('$name','$age','$email')"");
		echo ""<p style='color=green'>Data added successfully."";
		echo ""<br/><a href='index.php'>View Result</a>"";
	}
    }?>
    </body>
    </html>

edit.php

    <?php
    include_once(""classes/Crud.php"");
    $crud = new Crud();
    $id = $crud->escape_string($_GET['id']);
    $result = $crud->getData(""SELECT * FROM users WHERE id=$id"");
    foreach ($result as $res) {
	$name = $res['name'];
	$age = $res['age'];
	$email = $res['email'];
    }
    ?>
    <html>
    <head>	
	<title>Edit Data</title>
    </head>
    <body>
	<a href=""index.php"">Home</a>
	<br/><br/>	
	<form name=""form1"" method=""post"" action=""editaction.php"">
		<table border=""0"">
			<tr> 
				<td>Name</td>
				<td><input type=""text"" name=""name"" value=""<?php echo 
    $name;?>""></td>
			</tr>
			<tr> 
				<td>Age</td>
				<td><input type=""text"" name=""age"" value=""<?php echo 
    $age;?>""></td>
			</tr>
			<tr> 
				<td>Email</td>
				<td><input type=""text"" name=""email"" value=""<?php echo 
    $email;?>""></td>
			</tr>
			<tr>
				<td><input type=""hidden"" name=""id"" value=<?php echo 
    $_GET['id'];?>></td>
				<td><input type=""submit"" name=""update"" value=""Update"">
    </td>
			</tr>
		</table>
	</form>
    </body>
    </html>

editaction.php

    <?php
    include_once(""classes/Crud.php"");
    include_once(""classes/Validation.php"");
    $crud = new Crud();
    $validation = new Validation();
    if(isset($_POST['update']))
    {	
	$id = $crud->escape_string($_POST['id']);	
	$name = $crud->escape_string($_POST['name']);
	$age = $crud->escape_string($_POST['age']);
	$email = $crud->escape_string($_POST['email']);	
	$msg = $validation->check_empty($_POST, array('name', 'age', 'email'));
	$check_age = $validation->is_age_valid($_POST['age']);
	$check_email = $validation->is_email_valid($_POST['email']);
	if($msg) {
		echo $msg;		
		echo ""<br/><a href='javascript:self.history.back();'>Go 
    Back</a>"";
	} elseif (!$check_age) {
		echo 'Please provide proper age.';
	} elseif (!$check_email) {
		echo 'Please provide proper email.';	
	} else {	
		$result = $crud->execute(""UPDATE users SET 
    name='$name',age='$age',email='$email' WHERE id=$id"");
		header(""Location: index.php"");
	}
    }
    ?>

If local experts need more information or files from my project i will provide it. Help me, plz.",LQ_EDIT
"Title: Can I put script comands in one line?Query: Do I have to place script commands for .ahk file in new line each, or I can just put them in one line?

 So instead of having
Send, {F9}
Sleep,  1000
Send, {F9}
Sleep,  1000

Can I have
Send, {F9} Sleep,  1000 Send, {F9} Sleep,  1000
?",LQ_EDIT
"Title: Is there a resource to find websites to build for practice?Query: <p>I am lookimg for website ideas to build for my portfolio, is there any resources because i am not really a designer but need to build some for practice. Cheers
Alex</p>
",LQ_CLOSE
"Title: log4j logger writes to log when used in one class doesn't write when used in another classQuery: Apache log4j2 logger prints to console, not to file when run in one class(Server side). The same logger if placed in other(client side) logs to file as expected.

the log4j2.xml is placed in the right folder(i.e src\main\resources) and works for other loggers in the project.I don't understand why logger behaves one way in one class(client side) and other way in another class(server side).

GameLogger.java

public class GameLogger {
	
	public static GameLogger INSTANCE = new GameLogger();
	public static final Logger logger = LogManager.getLogger(""MyGame"");
	@SubscribeEvent
	public synchronized void onPlayerTick(final TickEvent.PlayerTickEvent tick) {
		if (tick.phase == Phase.END) {
			if (tick.player.isEntityAlive()) {	
						logger.info(""Logger is working"");
					}
				}
			}
		}

log4j2.xml

    <RollingRandomAccessFile name=""StatsFile"" fileName=""logs/StatsFile-latest.log"" filePattern=""logs/StatsFile/%d{yyyy-MM-dd-HH}{GMT}-%i.log.gz"">
                <PatternLayout pattern=""%d{yyyy/MM/dd HH:mm:ss}{GMT}%msg%n"" />
                <Policies>
                    <TimeBasedTriggeringPolicy />
                    <OnStartupTriggeringPolicy />
                </Policies>
            </RollingRandomAccessFile>
    		
    <Logger level=""info"" name=""MyGame"" additivity=""false"">
                <AppenderRef ref=""StatsFile"" />
            </Logger>
            <Root level=""all"">
                <AppenderRef ref=""FmlSysOut"" level=""INFO"" />
                <AppenderRef ref=""ServerGuiConsole"" level=""INFO"" />
                <AppenderRef ref=""FmlFile""/>
            </Root>",LQ_EDIT
"Title: Is the call to super(props) in an ES6 class important?Query: <p>Suppose I've the following class:</p>

<pre><code>class Tabs extends React.Component {
  displayName: Tabs;

  static propTypes = {
  selected: React.PropTypes.number,
  children: React.PropTypes.oneOfType([
    React.PropTypes.array,
    React.PropTypes.element
  ]).isRequired
  };

  constructor() {
  super();
  this.state = {
    selected: 0,
    maxSelected: 0
  };

  render() {
    return(
      &lt;div&gt;
       {this.props.selected}
       {this.props.children}
      &lt;/div&gt;
    );
  }
};
</code></pre>

<p>I want to know that if passing the following constructor is important:</p>

<pre><code>constructor(props) {
  super(props);
}
</code></pre>

<p>My current code works just fine but I wanted to know if this is a good practice.</p>
",HQ
"Title: setting up OpenVPN to limit access to certain http dirsQuery: <p>Im trying to configure everything in order to allow only VPN users to accesss to certain folders (wp-admin etc) and the thing is that by following some tutorials like <a href=""https://www.digitalocean.com/community/tutorials/how-to-set-up-an-openvpn-server-on-ubuntu-14-04"" rel=""nofollow"">https://www.digitalocean.com/community/tutorials/how-to-set-up-an-openvpn-server-on-ubuntu-14-04</a> i can connect to my openvpn (it gives me a 10.8.0.X ip through tun0 and the external IP is my server's one when checking at <a href=""http://www.whatsmyip.org/"" rel=""nofollow"">http://www.whatsmyip.org/</a> but when i enter my own server domain in my browser it sees my real IP (getenv('REMOTE_ADDR') shows my real IP) and not the one from the VPN so i cant set up a .htaccess file to restrict to my own server IP.</p>

<p>As a summary of above tutorial config, i have:</p>

<h2>/etc/openvpn/server.conf</h2>

<pre><code>dh2048.pem
push ""redirect-gateway def1 bypass-dhcp""
push ""dhcp-option DNS 208.67.222.222""
push ""dhcp-option DNS 208.67.220.220""
user nobody
group nogroup
</code></pre>

<h2>/proc/sys/net/ipv4/ip_forward</h2>

<pre><code>1
</code></pre>

<h2>/etc/sysctl.conf</h2>

<pre><code>net.ipv4.ip_forward=1
</code></pre>

<h2>/etc/default/ufw</h2>

<pre><code>DEFAULT_FORWARD_POLICY=""ACCEPT""
</code></pre>

<h2>/etc/ufw/before.rules</h2>

<pre><code># START OPENVPN RULES
# NAT table rules
*nat
:POSTROUTING ACCEPT [0:0] 
# Allow traffic from OpenVPN client to eth0
-A POSTROUTING -s 10.8.0.0/8 -o eth0 -j MASQUERADE
COMMIT
# END OPENVPN RULES
</code></pre>

<h2>ufw status verbose:</h2>

<pre><code>root@XXX:/# ufw status verbose
Status: active
Logging: on (low)
Default: deny (incoming), allow (outgoing), allow (routed)
New profiles: skip

To                           Action      From
--                           ------      ----
1194/udp                     ALLOW IN    Anywhere
22/tcp                       ALLOW IN    Anywhere
53 (Bind9)                   ALLOW IN    Anywhere
80/tcp (Apache)              ALLOW IN    Anywhere
443/tcp (Apache Secure)      ALLOW IN    Anywhere
1194/udp (v6)                ALLOW IN    Anywhere (v6)
22/tcp (v6)                  ALLOW IN    Anywhere (v6)
53 (Bind9 (v6))              ALLOW IN    Anywhere (v6)
80/tcp (Apache (v6))         ALLOW IN    Anywhere (v6)
443/tcp (Apache Secure (v6)) ALLOW IN    Anywhere (v6)
</code></pre>

<p>Is there something im missing or a different workaround?</p>

<p>Thank you in advance,</p>
",LQ_CLOSE
"Title: Android TV RecyclerView focus interactionQuery: <p>I'm currently using a regular <code>RecyclerView</code> with <code>GridLayoutManager</code>with different <code>spanCount</code> depeding on the <code>viewType</code> for an Android TV app. All is working decent but I have 2 issues:</p>

<ol>
<li>If you long press the dpad down to scroll fast between the items sometimes the focus is lost to a view that isn't a child of the RecyclerView.</li>
<li>How can I tell the <code>RecyclerView</code> to keep the current focused view in the center of the grid?</li>
</ol>

<p>It seems that the issues listed are fixed by using the <code>VerticalGridView</code> from <code>LeanBack</code> library but the <code>LayoutManger</code> that it uses is internal and doesn't support <code>spanCount</code>.</p>
",HQ
"Title: How to print an alternate element of string array in javaQuery:     package com.javaprograms;

    import java.util.Arrays;


    public class PracticeJava

    {
	                                                                     
    public static void main(String args[])                                   
    {                      

    String[] array = {""ABC"",""XYZ"",""PQR"",""STW""};

    //int num = array.length;

    for(int i=0;i<=array.length-1;i++)
    {

	System.out.println(Arrays.asList(array));
	
	
    }
	


    }

    }

  **I want to print Alternate element of string array for ex. {""ABC"",""PQR""} OR {""XYZ"",""STW""}. I used above code but it is not working. Can anyone please help me how can i achieve given output.Any help can be appreciated.**  
",LQ_EDIT
"Title: Multi level object data manipulation PHPQuery: I have a multi-level object data with a structure similar to the window below. 

I am trying to

* sum all the direct package values for the top users or say `parents`, only
* sum all the nested indirect package values from the `children` tree.

The final result is expected to be similar to:
`[{""sum_direct"": 600},{""sum_indirect"": 3000}]`


<!-- begin snippet: js hide: false console: true babel: false -->

<!-- language: lang-js -->

    {
      ""users"": [{
          ""user_id"": 2,
          ""ref_id"": 1,
          ""package"": [{
              ""name"": ""Basic""
            },
            {
              ""direct"": 200
            },
            {
              ""indirect"": 100
            }
          ],
          ""children"": [{
              ""user_id"": 58,
              ""ref_id"": 2,
              ""package"": [{
                  ""name"": ""Basic""
                },
                {
                  ""direct"": 200
                },
                {
                  ""indirect"": 100
                }
              ],
              ""children"": 0
            },
            {
              ""user_id"": 59,
              ""ref_id"": 2,
              ""package"": [{
                  ""name"": ""Basic""
                },
                {
                  ""direct"": 200
                },
                {
                  ""indirect"": 100
                }
              ],
              ""children"": 0
            },
            {
              ""user_id"": 111,
              ""ref_id"": 2,
              ""package"": [{
                  ""name"": ""Basic""
                },
                {
                  ""direct"": 200
                },
                {
                  ""indirect"": 100
                }
              ],
              ""children"": 0
            },
            {
              ""user_id"": 116,
              ""ref_id"": 2,
              ""package"": [{
                  ""name"": ""Diamond""
                },
                {
                  ""direct"": 1000
                },
                {
                  ""indirect"": 500
                }
              ],
              ""children"": 0
            },
            {
              ""user_id"": 119,
              ""ref_id"": 2,
              ""package"": [{
                  ""name"": ""Basic""
                },
                {
                  ""direct"": 200
                },
                {
                  ""indirect"": 100
                }
              ],
              ""children"": 0
            }
          ]
        },
        { ...
        },
        {
          ""user_id"": 100,
          ""ref_id"": 1,
          ""package"": [{
              ""name"": ""Basic""
            },
            {
              ""direct"": 200
            },
            {
              ""indirect"": 100
            }
          ],
          ""children"": [{
              ""user_id"": 101,
              ""ref_id"": 100,
              ""package"": [{
                  ""name"": ""Basic""
                },
                {
                  ""direct"": 200
                },
                {
                  ""indirect"": 100
                }
              ],
              ""children"": 0
            },
            {
              ""user_id"": 102,
              ""ref_id"": 100,
              ""package"": [{
                  ""name"": ""Basic""
                },
                {
                  ""direct"": 200
                },
                {
                  ""indirect"": 100
                }
              ],
              ""children"": 0
            },
            {
              ""user_id"": 103,
              ""ref_id"": 100,
              ""package"": [{
                  ""name"": ""Basic""
                },
                {
                  ""direct"": 200
                },
                {
                  ""indirect"": 100
                }
              ],
              ""children"": 0
            },
            {
              ""user_id"": 104,
              ""ref_id"": 100,
              ""package"": [{
                  ""name"": ""Basic""
                },
                {
                  ""direct"": 200
                },
                {
                  ""indirect"": 100
                }
              ],
              ""children"": 0
            },
            {
              ""user_id"": 105,
              ""ref_id"": 100,
              ""package"": [{
                  ""name"": ""Basic""
                },
                {
                  ""direct"": 200
                },
                {
                  ""indirect"": 100
                }
              ],
              ""children"": 0
            },
            {
              ""user_id"": 106,
              ""ref_id"": 100,
              ""package"": [{
                  ""name"": ""Basic""
                },
                {
                  ""direct"": 200
                },
                {
                  ""indirect"": 100
                }
              ],
              ""children"": 0
            },
            {
              ""user_id"": 107,
              ""ref_id"": 100,
              ""package"": [{
                  ""name"": ""Basic""
                },
                {
                  ""direct"": 200
                },
                {
                  ""indirect"": 100
                }
              ],
              ""children"": 0
            },
            {
              ""user_id"": 108,
              ""ref_id"": 100,
              ""package"": [{
                  ""name"": ""Basic""
                },
                {
                  ""direct"": 200
                },
                {
                  ""indirect"": 100
                }
              ],
              ""children"": 0
            },
            {
              ""user_id"": 109,
              ""ref_id"": 100,
              ""package"": [{
                  ""name"": ""Basic""
                },
                {
                  ""direct"": 200
                },
                {
                  ""indirect"": 100
                }
              ],
              ""children"": 0
            },
            {
              ""user_id"": 110,
              ""ref_id"": 100,
              ""package"": [{
                  ""name"": ""Basic""
                },
                {
                  ""direct"": 200
                },
                {
                  ""indirect"": 100
                }
              ],
              ""children"": 0
            },
            {
              ""user_id"": 117,
              ""ref_id"": 100,
              ""package"": [{
                  ""name"": ""Diamond""
                },
                {
                  ""direct"": 1000
                },
                {
                  ""indirect"": 500
                }
              ],
              ""children"": 0
            },
            {
              ""user_id"": 129,
              ""ref_id"": 100,
              ""package"": [{
                  ""name"": ""Diamond""
                },
                {
                  ""direct"": 1000
                },
                {
                  ""indirect"": 500
                }
              ],
              ""children"": 0
            },
            {
              ""user_id"": 130,
              ""ref_id"": 100,
              ""package"": [{
                  ""name"": ""Basic""
                },
                {
                  ""direct"": 200
                },
                {
                  ""indirect"": 100
                }
              ],
              ""children"": 0
            }
          ]
        }
      ]
    }

<!-- end snippet -->


Complete data at [users.json][1]

  [1]: https://github.com/bishoplee/mlu/edit/master/users.json",LQ_EDIT
"Title: A computed column in SQL server to do thisQuery: I need to update an SQL server computed column with an autogenerate serial based on a ```SELECT ```  date time ascend.

Here is the algorithm on my mind.





```
alter table 
select records order by datetime_col desc
update column_of_interest 
from_above_table 
auto_increment value (1..n)
where 
following datetime_col desc and also 
let auto_increment be unique for each location_col
```

For now my column of interest is null.
I need to populate my column of interest based on the above.",LQ_EDIT
"Title: Should the data be calculated in DB server or in CGI process? Which way is better?Query: <p>So I am an green hand, when I am coding, I always think that should the data be calculated (for example , in MYSQL, I need to do calculation in script which including 'group by') in DB server or in the CGI procedure? Which way is more better and more efficient? </p>

<p>Actually this stuff confuse me such a long time..</p>

<p>By the way, recently I use PHP coding in my work.</p>
",LQ_CLOSE
"Title: UWP: ListView ItemClick not workQuery: <p>I have to do a Master/Detail in UWP</p>

<p>1- If you're in Laptop:</p>

<p>The responsible GridView of show the data of this person appear.
So when you select a item is binded to ViewModel.</p>

<pre><code>&lt;ScrollViewer x:Name=""ScrollLista"" Grid.Column=""0"" Grid.Row=""1""&gt;
            &lt;ListView x:Name=""Lista"" ItemsSource=""{Binding Lista}"" ItemClick=""Lista_ItemClick"" SelectedItem=""{Binding PersonaSeleccionada, Mode=TwoWay, UpdateSourceTrigger=PropertyChanged}""&gt;
                &lt;ListView.ItemTemplate&gt;
                    &lt;DataTemplate&gt;
                        &lt;StackPanel Orientation=""Horizontal""&gt;
                            &lt;TextBlock Text=""{Binding nombre}"" /&gt;
                            &lt;TextBlock Text=""{Binding apellido}"" /&gt;
                        &lt;/StackPanel&gt;
                    &lt;/DataTemplate&gt;
                &lt;/ListView.ItemTemplate&gt;
            &lt;/ListView&gt;
        &lt;/ScrollViewer&gt;

        &lt;Grid x:Name=""CRUD"" Grid.Column=""1"" Grid.Row=""1"" DataContext=""{Binding PersonaSeleccionada}"" Background=""{ThemeResource ApplicationPageBackgroundThemeBrush}""&gt;
            ...

        &lt;/Grid&gt;
</code></pre>

<p>2- When is a mobile:</p>

<p>Only will appear the list and when I select a item this should be two things.</p>

<ol>
<li>Call to ViewModel by binding using SelectedItem.</li>
<li>Call to code behind using ItemClick, this will be in charge of calling another page.</li>
</ol>

<p>The problem: ItemClick not working, not call to Lista_ItemClick... How can I call a method and send the item selected to code behind?</p>
",HQ
"Title: Get clang format to put closing parenthesis of multiline function calls on separate lines?Query: <p>I've been using clang format to help keep my code clean. For multiline function calls, is there any way to get clang to put the cloning parenthesis on it's own line?</p>

<p><strong>Example:</strong></p>

<p>What it's doing now:</p>

<pre><code>increment_and_call_on_match(
    clique_colors,
    0,
    max_clique_color,
    [&amp;](int clique_color) { 
        comms.emplace_back(context.split_by_color(clique_color)); 
    },
    [&amp;](int) { context.split_by_color(); });
</code></pre>

<p>What I want: </p>

<pre><code>increment_and_call_on_match(
    clique_colors,
    0,
    max_clique_color,
    [&amp;](int clique_color) { 
        comms.emplace_back(context.split_by_color(clique_color)); 
    },
    [&amp;](int) { context.split_by_color(); }
); //Closing paren on new line
</code></pre>
",HQ
"Title: Unable to create tempDir, java.io.tmpdir is set to C:\Windows\Query: <p>I'm using Spring Boot with embedded tomcat, everything worked fine and suddenly I got the error :</p>

<pre><code>Caused by: org.springframework.boot.context.embedded.EmbeddedServletContainerException: Unable to create tempDir. java.io.tmpdir is set to C:\Windows\
    at org.springframework.boot.context.embedded.AbstractEmbeddedServletContainerFactory.createTempDir(AbstractEmbeddedServletContainerFactory.java:183)
    at org.springframework.boot.context.embedded.tomcat.TomcatEmbeddedServletContainerFactory.getEmbeddedServletContainer(TomcatEmbeddedServletContainerFactory.java:165)
    at org.springframework.boot.context.embedded.EmbeddedWebApplicationContext.createEmbeddedServletContainer(EmbeddedWebApplicationContext.java:164)
    at org.springframework.boot.context.embedded.EmbeddedWebApplicationContext.onRefresh(EmbeddedWebApplicationContext.java:134)
    ... 11 common frames omitted
Caused by: java.io.IOException: Access is denied
    at java.io.WinNTFileSystem.createFileExclusively(Native Method)
    at java.io.File.createTempFile(File.java:2024)
    at java.io.File.createTempFile(File.java:2070)
    at org.springframework.boot.context.embedded.AbstractEmbeddedServletContainerFactory.createTempDir(AbstractEmbeddedServletContainerFactory.java:174)
    ... 14 common frames omitted
</code></pre>

<p>I didn't do any manipulations with user or system variables.</p>

<p>My TEMP <strong>user</strong> variable is looking on C:/Users/<em>me</em>/AppData/Local/Temp , and I guess tomcat has to use this value insted of system one, which is actually C:/Windows/Temp</p>
",HQ
"Title: Inline variable declaration doesn't compile when using '== false' instead of negation operatorQuery: <p>Consider the following snippets:</p>

<pre><code>void Foo(object sender, EventArgs e)
{
    if (!(sender is ComboBox comboBox)) return;
    comboBox.DropDownWidth = 100;
}
</code></pre>

<p>compared to</p>

<pre><code>void Bar(object sender, EventArgs e)
{
    if ((sender is ComboBox comboBox) == false) return;
    comboBox.DropDownWidth = 100;
}
</code></pre>

<p>Code including <code>Foo()</code> successfully compiles in .Net 4.6.1, while code including <code>Bar()</code> results in <code>Use of unassigned local variable 'comboBox'</code>. </p>

<p>Without getting into a debate over the reasons behind using <code>== false</code> instead of the negation operator, can someone explain why one compiles and the other does not?</p>
",HQ
"Title: Python - checking for an ip address (and nothing after it)Query: <p>I'm trying to create a Python (2.7) function that will take a string and return true if its input is an ip address, possibly with a slash in the end, but false otherwise. 
It needs to return a false value if the string is not just an ip address, but an ip address followed by some sort of path.
It doesn't matter if the address is a valid IP or not (999.999.999.999 can be considered an ip address for that matter).</p>

<p>eg:
""124.131.141.248"" - true
""124.131.141.248/"" - true
""124.131.141.248/bla"" - false
""hello world"" - false</p>

<p>I've tried searching for a solution but most solutions include just checking for a valid IP address, disregarding my other needs.</p>

<p>Any help would be appreciated.</p>

<p>Thanks,</p>
",LQ_CLOSE
"Title: How to get current year in android?Query: <p>I tried</p>

<pre><code>int year = Calendar.get(Calendar.YEAR);
</code></pre>

<p>but it is giving me compile time error that </p>

<blockquote>
  <p>Non-static method 'get(int)' cannot be referenced from a static context.</p>
</blockquote>

<p>I am calling this method from call method of observable.</p>

<pre><code>Observable.combineLatest(ob1 ob2,
                ob3, new Func3&lt;String, String, String, Boolean&gt;() {
                    @Override
                    public Boolean call(String a, String b, String c) {...
</code></pre>

<p>I had also seen <code>(new Date()).getYear();</code> but it is deprecated.</p>
",HQ
"Title: target_compile_options() for only C++ files?Query: <p>Is it possible to use <code>target_compile_options()</code> for only C++ files? I'd like to use it for a target that is uses as a dependency for other applications so that the library can propagate its compiler flags to those apps. However, there are certain flags, such as <code>-std=c++14</code>, that cause the build to fail if they are used with C or ObjC files.</p>

<p>I've read that I should <code>CXX_FLAGS</code> instead to only add those flags to C++ files, however this won't (automatically) propagate through cmake's packages system.</p>
",HQ
"Title: python 3 dot product of two vectors with out using numpyQuery: I'm fairly new to coding in the Python 3 language. I'm looking to compute a code that checks the dimensions of two vectors and if they match computes the dot product of those two vectors using for loops and if statements. I'm trying to stay away from any built in python functions any help would be appreciated. Thank you in advance.


    def dot(vector01,vector02):
        result= []
        for i in range(len(vector01), len(vector02)):
            total = 0
            total += vector01[i] * vector02[i] 
            result.append(total)
        return result
        if len(vector01) == len(vector02):
            return result
        else:
            print(error)
    vector01 = [2, 3, 4]
    vector02 = [4, 2, 1]
    print(dot(vector01,vector02))",LQ_EDIT
"Title: Ajax request in es6 vanilla javascriptQuery: <p>I am able to make an ajax request using jquery and es5 but I want to transition me code so that its vanilla and uses es6. How would this request change. (Note: I am querying Wikipedia's api).</p>

<pre><code>      var link = ""https://en.wikipedia.org/w/api.php?action=query&amp;prop=info&amp;pageids=""+ page +""&amp;format=json&amp;callback=?"";

    $.ajax({
      type: ""GET"",
      url: link,
      contentType: ""application/json; charset=utf-8"",
      async: false,
      dataType: ""json"",
      success:function(re){
    },
      error:function(u){
        console.log(""u"")
        alert(""sorry, there are no results for your search"")
    }
</code></pre>
",HQ
"Title: Why the list doesn't change? [python]Query: i have a little problem.

i'm trying to add a value in a ordered list but the list wouldn't change:

    def insert(V, x):
    
    if len(V)!=0:
        
        for i in range( 0 , len(V)-1):
            if (V[i]<=x)and(V[i+1]>=x):
                V=V[0:i+1]+[x]+V[i+1:len(V)]
                print(""\nExpected: \n""+ repr(V))
                return
    
    V=V+[x]
    return

i have this:

    V=[1,2,3,4,5,6,7,8,9,10]
    insert(V, 6)
    print(""\nResult: \n""+ repr(V))enter code here

and this is the result:

    Expected: 
    [1, 2, 3, 4, 5, 6, 6, 7, 8, 9, 10]

    Result: 
    [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]


i can solve the problem setting V as the return but i want the function to work on the list.



PS: sorry i don't speak english very well but i hope you can understand me :)
",LQ_EDIT
"Title: I am trying to filter out words that are ""all capital letters"" using regex in unixQuery: <p>I am searching here in stack but all the answers are only for those who only has a particular caps. What I want is a word/s in all caps.</p>

<p>For example: Abby ABBY aBbY SNOOPY doll</p>

<p>The output must be: ABBY SNOOPY</p>
",LQ_CLOSE
