query,Y
"Title: My def functions are not being executed in PythonQuery: <pre><code>print(""Welcome to the BMI Index Calculator."")    
student_name = "" ""    
while student_name != ""0"":    
     student_name = input(""Please begin by entering the student's name, or 0 to quit:"")    
     if student_name == ""0"":
        print(""Exiting program..."")
        exit()

     def student_height():
        input(""Please enter student's height in inches:"")
        return

     def student_weight():
        input(""Please enter student's weight in pounds:"")
        return

     def bmi_profile():
        print(student_name, ""'s BMI profile:"")
        print(""Height:"", student_height, '""')
        print(""Weight:"", student_weight, ""lbs."")

     def bmi_index(bmi):
        bmi = (student_weight * 703 / student_height ** 2)
        print(""BMI Index:"", bmi)
        return bmi
</code></pre>

<p>The loop runs but the def functions are not being executed. Can someone tell me where is my mistake? I try to fix the indentation many times but apparently that's not the error...
Thank you in advance for the help.</p>
",LQ_CLOSE
"Title: Nothing displaying in console when using console.log with if statements in for loopsQuery: <p>I have two objects:</p>

<pre><code>var obj = { first: ""Romeo"", last: ""Montague"" };
var search = { last: ""Montague"" };
</code></pre>

<p>My goal is to find if the second object (<code>search</code>) is present in the first one, and <code>console.log</code> it if it is.</p>

<p>First, I get the keys of both objects:</p>

<pre><code>var objKeys = Object.keys(obj);
var searchKeys = Object.keys(search);
</code></pre>

<p>Then I am trying to iterate trough both keys and compare them, and if they match, <code>console.log</code> the value from the first obj (<code>obj</code>).</p>

<pre><code>//for every key in object
for(var x = 0; x &lt; objKeys.lenght; x++) {
  //for every key in search
  for(var y = 0; y &lt; searchKeys.length; y++) {
    //see if a key matches
    if(searchKeys[y] == objKeys[x]) {
        //see if the value matches
        if(obj[objKeys[x]] == search[searchKeys[y]]) {
        console.log(obj[objKeys[x]]);
      }  
      else {
        console.log(""value not found"");
      }
    }
    else {
        console.log(""key not found"");
    }
  } 
}
</code></pre>

<p>Now when I run this code, nothing displays in the console. No errors or messages. Can anybody point out what I'm doing wrong?</p>

<p>I've create a <a href=""https://jsfiddle.net/gdbw58r8/2/"" rel=""nofollow"">jsFiddle</a> of this code, if you want to tinker.</p>
",LQ_CLOSE
"Title: How to generate automatic numbering that sent to emailQuery: <p>First of all I'm going to tell a bit about myself. I have an adequate knowledge about HTML, CSS. For PHP, I just started to learn.</p>

<p>I'm building a website using Wordpress, and using Elementor. So in this Elementor plugin, there's a function to build form, capture it and sent to our chosen email.</p>

<p>Currently I want to build a registration page that contain a form. The form will contain basic requirement such as name, age, address etc. So when a person fills the form, it will automatically be captured by the system and sent to our chosen email.</p>

<p>The problem is, I want to put numbering to each registration made on the form sent to the email. Example: After a user has fill the form, I got an email stating that there was a new registration. I want in the headline or subject to have a registration number such as 'Registration No 221' , then the next user who gonna fill the form and the system sent it to us, will receive an email at his side stating that 'Your registration No is 222. Please wait for us to call you'. Meanwhile in our email, I want an email stating that 'New Registration Available: Registration No 222'. This is an automated email sent by the system.</p>

<p>I want to have fully control on how the registration number start. So I can change it to start at number 500, then reset it to another number such as 356 or something else.</p>

<p>I know a bit PHP but not too much. Is there any guide here how can I create this features? Thanks in advance.</p>
",LQ_CLOSE
"Title: How do i do decrements in C language?Query: If an example , i set a value of :

    a = 50 

How do i do a decrement whereby a always decreases by 2 ? An example :

    48
    46
    44
    42
    40

Whereby the return results , i can use as a variable. Example in the case below , this method is to get temperature at random. But i would like it to decrease so that i can call this get temperature method even below for it to loop.

    /* Retrieves current temperature. */
    static int32_t get_temperature_sample(void)
    {
        /* For the sake of example, random data is used */
        return rand() % 10 + 25;
    }
    
    /* Periodically called by Kaa SDK. */
    static void example_callback(void *context)
    {
        time_t current_time = time(NULL);
    
        /* Respect sample period */
        if (difftime(current_time, last_sample_time) >= sample_period) {
            int32_t temperature = get_temperature_sample();
    
            printf(""Sampled temperature: %i\n"", temperature);
            last_sample_time = current_time;
    
            kaa_user_log_record_t *log_record = kaa_logging_data_collection_create();
            log_record->temperature = temperature;
    
            kaa_logging_add_record(kaa_client_get_context(context)->log_collector, log_record, NULL);
        }
    }

Like if the above codes , if i were to say that for my temperature. I wouldnt want it to be random as you can see it uses random. I want to set a value for my temperature and decrease like a constant until it reaches 0 in my print function shown below.

    printf(""Sampled temperature: %i\n"", temperature);
            last_sample_time = current_time;",LQ_EDIT
"Title: Change date format with month name to dd/mm/YYYYQuery: <p>I have a string with a date in this format: April 16, 2017 23:59, I would like to write a function to change it so that it's in this format: dd/mm/YYYY eg 16/04/2017</p>

<p>I tried to use the date function but couldn't get it to work. Does anyone know how I can do this in PHP?</p>
",LQ_CLOSE
"Title: What is similar function with ""Range.Find"" vba's method in PythonQuery: I'm totally beginner in Python and now I'm trying to find the suitable package in Python that work similar like Range.Find [(ref.links)][1] method in VBA. I'm dealing with excel@csv file. From what I search, there are many packages that used range() but need to identify the range cells which is fixed meanwhile in Range.Find VBA will auto search in worksheet without fixing the range. Could any of you can share or suggest the suitable packages and maybe simple code for example on how it works? Any suggestion are welcome. Thanks for your help in advance.

P/S: If this is duplicate question or similar question, could you please give the URL as I'm trying to search a few days regarding this but could not find it.

  [1]: https://msdn.microsoft.com/en-us/vba/excel-vba/articles/range-find-method-excel",LQ_EDIT
"Title: Understanding Arraylist is not Thread safe through a java exampleQuery: I am trying to understand how Arraylist is not thread safe through a java program.Attached is my program.


    import java.util.ArrayList;
    import java.util.List;
    public  class class1 
     {
	  static List ar=new ArrayList(1);
	  public static void main(String[] args) throws InstantiationException,   
      IllegalAccessException, ClassNotFoundException, InterruptedException 
	   {
          Thread t1= new Thread()
          {
        	  public void run()        	  {
        		  while(true)
        		  {
        			
        			  ar.add(new Object());
        		  }
        	  }
          };

          Thread t2=new Thread()
          {
              	  public void run()
        	  {
        		  while(true)
        		  {
        			  ar=new ArrayList(1);
        			  ar.add(new Object());
        			  ar.add(new Object());

        		  }
        	  }
          };
          
          t1.start();
          Thread.sleep(100);
          t2.start();
          }
	    }

The error i got is:

      Exception in thread ""Thread-0"" java.lang.ArrayIndexOutOfBoundsException: 2
	  at java.util.ArrayList.add(Unknown Source)
	  at class1$1.run(class1.java:22)


I understand that the exception is caused by a thread.However,I am not getting a broader picture on how it is actually functioning.Any help would be highly appreciated.
",LQ_EDIT
"Title: Bind variable in sql developper with oracle 11gQuery: I have problem when trying to excute a sequence with a before insert trigger 



CREATE TABLE personne (ID number, nom varchar2(250 char));

CREATE SEQUENCE s_inc_pers START WITH 1 INCREMENT BY 1;



CREATE TRIGGER tr_inc_pers ON t1 BEFORE INSERT
FOR EACH ROW
DECLARE
BEGIN
select s_inc_pers into :new.t1.ID from DUAL;
END.
",LQ_EDIT
"Title: sql query taking so much time, need optimizationQuery:     SELECT LM.user_id,LM.users_lineup_id, min( LM.total_score ) AS total_score FROM vi_lineup_master LM JOIN vi_contest AS C ON C.contest_unique_id=LM.contest_unique_id join ( SELECT min( total_score ) as total_score FROM vi_lineup_master GROUP BY group_unique_id ) as preq ON LM.total_score = preq.total_score WHERE LM.contest_unique_id = 'iledhSBDO' AND C.league_contest_type=1 GROUP BY group_unique_id

Above query is to find the loser per group of game, query return accurate result but its not responding with large data.Needed optimization please share your solution. Thanks in advance.
",LQ_EDIT
"Title: ajax send data to php fileQuery: send `$username` php with ` data:  new FormData(this),` to add.php like `data:  new FormData(this),$username` how can i do it with ajax code


    <script type=""text/javascript"">
    $(document).ready(function (e) {
	$(""#uploadFormuserimg"").on('submit',(function(e) {
		e.preventDefault();
		$.ajax({
        	url: ""add.php"",
			type: ""POST"",
			data:  new FormData(this),
			contentType: false,
    	    cache: false,
			processData:false,
			success: function(data)
		    {
			$(""#user_img_a"").html(data);
		    },
		  	error: function() 
	    	{ alert(""error"");
	    	} 	        
	      });
	      }));
        });
        </script>",LQ_EDIT
"Title: How update a SwiftUI List without animationQuery: <p>I want to update a SwiftUI List without any insert animation.
My <code>List</code> is getting its data from an <code>@EnvironmentObject</code>
I already tried to wrap the <code>List</code> itself and the <code>PassthroughSubject.send()</code> in a <code>withAnimation(.empty)</code> block but this does not help.</p>

<p>A very very dirty workaround is to call <code>UIView.setAnimationsEnabled(false)</code> (yes, UIKit has impact on SwiftUI), but there must be a SwiftUI-like way to set custom insert animations.</p>
",HQ
"Title: Flutter sliver containerQuery: <p>I'm new to flutter and I'm not able to achieve the layout I want.</p>

<p>I have one sliverAppBar with 3 tabs. The content of one of the tabs has to be a ScrollView compound by one container with fixed size(with an image as background) and a ListView.</p>

<p>I've tried to do this with a CustomScrollView but I don't know how to create the container as it is not a sliver.</p>

<p>Can you point me in the right direction?</p>

<p>Regards, Diego. </p>
",HQ
"Title: Can I use multiple method on a future builder?Query: <pre><code>     @override
      Widget build(BuildContext context) {
        widget.groupid;
        widget.event_id;
        var futureBuilder = new FutureBuilder(
          future: _getAllTickets(),

          builder: (BuildContext context, AsyncSnapshot snapshot) {
            print(snapshot.connectionState);
            switch (snapshot.connectionState) {
              case ConnectionState.none:
              case ConnectionState.waiting:
                return new Text('...');
              default:
                if (snapshot.hasError)
                  return new Text('Error: ${snapshot.error}');
                else
                  return createListTickets(context, snapshot);
            }
          },
        );



    return new Scaffold(

      body: futureBuilder,

    );
  }

  Widget createListTickets(BuildContext context, AsyncSnapshot snapshot) {
    List values = snapshot.data;

     child: new Card(

                child:
                new Column(mainAxisSize: MainAxisSize.min, children: &lt;Widget&gt;[
                  new Text(
                      values[index][""ticket_type_id""].toString(), style:
                  const TextStyle(
                      fontFamily: 'Poppins',
                      fontWeight: FontWeight.w600,
                      fontSize: 25.0)),
}


  _getAllTickets() async {
    final response = await http.get(
        ""https...}""
        , headers: {
      HttpHeaders.AUTHORIZATION: access_token
    });

    returnTickets = json.decode(response.body);
    return returnTickets;
  }


  _getTicketType() async {
    for (i = 0; i &lt; (returnTickets?.length ?? 0); i++) {
      /*print(""https....);*/
     final responseType = await http.get(
          ""https...}""
          , headers: {
        HttpHeaders.AUTHORIZATION: access_token
      });

      Map&lt;String, dynamic&gt; hey = json.decode(responseType.body);


    }
</code></pre>

<p>Hi everyone, I have a question. 
As I am sending multiple API request and building dynamically a card with the response that I get in return, I was wondering if I could include more that one method within future: _getAllTickets(), + (another method), as I would like to substitute values[index][""ticket_type_id""] with values[index][""name""], which name is a new index response that I have got through the method _getTicketType().
Thank you in advance!</p>
",HQ
"Title: C++ For loops: N lines of inputQuery: I am only just learning C++ so I am not sure how to do this.

The question asks me to determine whether LHS of an simple expression equals its RHS. The input consists of an integer N, and then N lines of expressions. The output also consists of N lines, whether the expression is correct or not (output ""CORRECT"" or ""WRONG"", excluding quotations).

So I attempted to write a for loop for N lines of input, for (int i=1; i<=n; ++i), but I have no idea what else to include inside the for loop.

Also how do you verify whether the equation's LHS equals its RHS? Idk about that too.",LQ_EDIT
"Title: JavaScript: Merge multiple Arrays object in to single Array of objectsQuery: <p>I am receiving the following data in the variable </p>

<pre><code>let data = [
    [{option: “foo0"", value: “bar0”}],
    [{option: “foo1"", value: “bar1”}],
    [{option: “foo2"", value: “bar2”}],
    [{option: “foo3"", value: “bar3”}],
 ]
</code></pre>

<p>and I need to change the response to</p>

<pre><code>[
    {option: “foo0"", value: “bar0”},
    {option: “foo1"", value: “bar1”},
    {option: “foo2"", value: “bar2”},
    {option: “foo3"", value: “bar3”},
]
</code></pre>

<p>how can i do it in JS</p>
",LQ_CLOSE
"Title: Does Microsoft provide a swagger file for Graph?Query: <p>I've crawled though as much documentation as I can find but I'm unable to find a swagger file for <a href=""https://graph.microsoft.io/"" rel=""noreferrer"">https://graph.microsoft.io/</a></p>

<p>There appear to be a couple of variations on this API and I've seen references to the Office 365 Graph API and Azure Graph API but I believe that Microsoft Graph is that latest unified version and provides the features I'm after.</p>

<p>I'd like to use the with Microsoft Flow and I was surprised that it wasn't integrated as an API out of the box. To register a Custom API with Flow however you need to provide a swagger file, hence the question.</p>
",HQ
"Title: how to implement un-installation listener for android appQuery: <p>I want to ask for password if someone attempts to uninstall my app. So is there any un-installation listener that I should implement? If not then how can I do this? Please help.</p>
",LQ_CLOSE
"Title: Even, Odd with min and max for the Odd onlyQuery: <p>Prompt the user to enter the size of an array and allow the user to 
input integer values to your array. Check each element if it is even
or odd. If even, print solved elemets (ascending order), If odd, get
the max and min using conditional statement. Output the result.</p>

<pre><code>public static void main(String[] args) {

    Scanner sc = new Scanner(System.in);
    System.out.println(""Enter a number: "");
    int n = sc.nextInt();
    int s[] = new int[n];
    for (int i = 0; i &lt; n; i++) {
        int e = sc.nextInt();
        s[i] = e;
    }

    Arrays.sort(s);
    System.out.println(""\nEven numbers in ascending order:"");
    for (int j = 0; j &lt; n; j++) {

        if (s[j] % 2 == 0) {
            System.out.print(s[j] + "" "");
        }
    }

    System.out.println(""\nOdd numbers in descending order:"");
    for(int j = (n -1); j &gt;= 0; j--) {
        if (s[j] % 2 == 1) {
            System.out.print(s[j] + "" "");
        }
    }
}
</code></pre>

<p>I don't know how to add min/max for the Odd</p>
",LQ_CLOSE
"Title: Can't make thread from a function in another fileQuery: <p>I have two files. <strong>sim.c</strong> and <strong>devices.c</strong>.</p>

<p>Here's the <strong>sim.c</strong>  </p>

<pre><code>...
#include ""devices.h""

int main(int argc, char **argv) {
  pthread_t *tid;

  tid = (pthread_t *) malloc(sizeof(pthread_t) * 3);

  // this is where I start the 3 threads located in devices.c
  if (pthread_create(&amp;tid[0], NULL, device_one, NULL)) {
    exit(1);
  }
  if (pthread_create(&amp;tid[1], NULL, device_two, NULL)) {
    exit(1);
  }
  if (pthread_create(&amp;tid[2], NULL, device_three, NULL)) {
    exit(1);
  }

  // wait for 3 threads to finish
  int i;
  for (i = 0; i &lt; 3; i++) {
    if (pthread_join(tid[i], NULL)) {
      exit(1);
    }
  }
}
</code></pre>

<p>Here's <strong>devices.c</strong>  </p>

<pre><code>...
#include ""devices.h""

extern void *device_one(void *arg) {
  printf(""device one is called\n"");
  return NULL;
}

extern void *device_two(void *arg) {
  printf(""device two is called\n"");
  return NULL;
}

extern void *device_three(void *arg) {
  printf(""device three is called\n"");
  return NULL;
}
</code></pre>

<p>And here's <strong>devices.h</strong>  </p>

<pre><code>#ifndef DEVICES_H
#define DEVICES_H

extern void *device_one(void *arg);
extern void *device_two(void *arg);
extern void *device_three(void *arg);
</code></pre>

<p>However, when I compile, I get 3 errors under sim.c saying<br>
<em>undefined reference to 'device_one'<br>
undefined reference to 'device_two'<br>
undefined reference to 'device_three'</em></p>
",LQ_CLOSE
"Title: it's 2016, why do I still have to use P/Invoke?Query: <p>I've been out of the programming game for almost 20 years now but every once in a while I write a app with Visual Studio.  </p>

<p>My question is, given .NET has been with us for about 13 years, why should I <strong><em>ever</em></strong> have to use the native API aka P/Invoke?  Why hasn't everything been converted to official .NET managed assemblies?</p>

<p>Just recently I ran into a situation where I simply want to toggle my Wifi connection on and off without using the mouse.  The keyboard is always faster (for me), yet there is no standard Windows keyboard shortcut for it.  So great, a very simple C# program for me to write.  Imagine my surprise when I found I would have to dip into the native API to this.   I remember having to do this in the early days of .NET --sure, a new technology needs a few years to catch up, right?  Well now it's 2016.  </p>

<p>I suppose I just don't see the big picture.  Someone please illuminate me.</p>
",LQ_CLOSE
"Title: I am having trouble with passing a parameterQuery: <p>I have stored the (num1) and (num2) vairables earlier and i am trying to display the results in a prompt box after but cant get it too work, i have only started learning javascript and help would be appreciated </p>

<pre><code> function calculateNums = (num1 + num2);
                numResult(calculateNums);

            alert(""The sum of "" +numResult);
</code></pre>
",LQ_CLOSE
"Title: In java, is there a way to generate a valid dictionary word of certain length randomly?Query: <p>I need to generate a valid dictionary word of certain length but in a random fashion. Is there an api or code snippet that does this? I tried googling it but couldn't find anything for this.</p>

<p>Thanks</p>
",LQ_CLOSE
"Title: how to redirect banner logo image to home.php in codeignitorQuery: i want my website banner logo redirect to home.phppresently using this code in codeignitor header file


<div class=""fleft"">
<h1 class=""logo""> <a href=""#""><img src=""<?php echo base_url('assets/img/Green-Surfer-Png.png')?>"" id =""Green Surfer Logo"" alt=""Green Surfer""></a> </h1>
</div>",LQ_EDIT
"Title: Can you instantiate another class within the constructor?Query: <p>Can you instantiate another class within the constructor? If not then why?</p>

<pre><code>public class Class1() {}

public class Class2() {

    public Class2() {

    Class1 c1 = new Class1();

    }
}
</code></pre>
",LQ_CLOSE
"Title: Slow Docker on Windows Run Step, Why?Query: <p>I'm trying to create a new docker image with the following <code>dockerfile</code>, but it's taking an awful long time to finish one of the steps:</p>

<pre><code>FROM microsoft/dotnet-framework:4.7

SHELL [""powershell""]

# Note: Get MSBuild 12.
RUN Invoke-WebRequest ""https://download.microsoft.com/download/9/B/B/9BB1309E-1A8F-4A47-A6C5-ECF76672A3B3/BuildTools_Full.exe"" -OutFile ""$env:TEMP\BuildTools_Full.exe"" -UseBasicParsing
RUN &amp;  ""$env:TEMP\BuildTools_Full.exe"" /Silent /Full
# Todo: delete the BuildTools_Full.exe file in this layer

# Note: Add .NET 
## RUN Install-WindowsFeature NET-Framework-45-Features ; \

# Note: Add NuGet
RUN Invoke-WebRequest ""https://dist.nuget.org/win-x86-commandline/latest/nuget.exe"" -OutFile ""C:\windows\nuget.exe"" -UseBasicParsing
WORKDIR ""C:\Program Files (x86)\MSBuild\Microsoft\VisualStudio\v12.0""

# Note: Add Msbuild to path
RUN setx PATH '%PATH%;C:\\Program Files (x86)\\MSBuild\\12.0\\Bin\\msbuild.exe'
CMD [""C:\\Program Files (x86)\\MSBuild\\12.0\\Bin\\msbuild.exe""]
</code></pre>

<p>Here is the output so far:</p>

<pre><code>PS C:\MyWorkspace\images\msbuild&gt; docker build -t msbuild .
Sending build context to Docker daemon   2.56kB
Step 1/9 : FROM microsoft/dotnet-framework:4.7
 ---&gt; 91abbfdc50cb
Step 2/9 : MAINTAINER mohamed.elkammar@gmail.com
 ---&gt; Using cache
 ---&gt; fbf720101007
Step 3/9 : SHELL powershell
 ---&gt; Using cache
 ---&gt; 642cf0e08730
Step 4/9 : RUN Invoke-WebRequest ""https://download.microsoft.com/download/9/B/B/9BB1309E-1A8F-4A47-A6C5-ECF76672A3B3/BuildTools_Full.exe"" -OutFile ""$env:TEMP\BuildTools_Full.exe"" -UseBasicParsing
 ---&gt; Using cache
 ---&gt; a722c88fee0f
Step 5/9 : RUN &amp;  ""$env:TEMP\BuildTools_Full.exe"" /Silent /Full
 ---&gt; Using cache
 ---&gt; 4fda7448f2e4
Step 6/9 : RUN Invoke-WebRequest ""https://dist.nuget.org/win-x86-commandline/latest/nuget.exe"" -OutFile ""C:\windows\nuget.exe"" -UseBasicParsing
 ---&gt; Running in eec036874574
</code></pre>

<p>Additionally, here is the output of <code>docker info</code>:</p>

<pre><code>C:\Windows\system32&gt;docker info
Containers: 2
 Running: 1
 Paused: 0
 Stopped: 1
Images: 5
Server Version: 17.06.1-ee-2
Storage Driver: windowsfilter
 Windows:
Logging Driver: json-file
Plugins:
 Volume: local
 Network: l2bridge l2tunnel nat null overlay transparent
 Log: awslogs etwlogs fluentd json-file logentries splunk syslog
Swarm: inactive
Default Isolation: process
Kernel Version: 10.0 14393 (14393.1715.amd64fre.rs1_release_inmarket.170906-1810)
Operating System: Windows Server 2016 Datacenter
OSType: windows
Architecture: x86_64
CPUs: 1
Total Memory: 4.75GiB
Name: instance-1
ID: B2BG:6AW5:Y32S:YLIO:FE25:WWDO:ZAGQ:CZ3M:S5XM:LSHB:U5GM:VYEM
Docker Root Dir: C:\ProgramData\docker
Debug Mode (client): false
Debug Mode (server): false
Registry: https://index.docker.io/v1/
Experimental: false
Insecure Registries:
 127.0.0.0/8
Live Restore Enabled: false
</code></pre>

<p>What would cause a simple download step to take forever?</p>
",HQ
"Title: Pycharm/Python OpenCV and CV2 install errorQuery: <p>I've been trying to install both OpenCV and cv2 from both Pycharm and from the terminal as suggested using:</p>

<pre><code>pip install --user opencv
pip install --user cv2
</code></pre>

<p>but I'm getting the following error for them:</p>

<pre><code>Collecting opencv
  Could not find a version that satisfies the requirement opencv (from versions: )
No matching distribution found for opencv
</code></pre>

<p>and</p>

<pre><code>Collecting cv2
  Could not find a version that satisfies the requirement cv2 (from versions: )
No matching distribution found for cv2
</code></pre>

<p>How can I fix these and install the packages properly? I'm using python 3.4.</p>
",HQ
"Title: how to share image through intenQuery:     how to image share though intent

enter code here

 





Bundle intent = getIntent().getExtras();`
        cardView=(CardView)findViewById(R.id.card);
        final String quary = intent.getString(""Query1"");

        db = new DataBaseHelper(Image.this);

        Cursor c = db.getData(quary);
        if (c.getCount() != 0) {
            c.moveToFirst();
            do {

                image = c.getString(5);
                title=c.getString(3);

            } while (c.moveToNext());
        }

        txt.setText(title);
        img.setImageDrawable(getResources().getDrawable(getResources().getIdentifier(image, ""drawable"", getPackageName())));
",LQ_EDIT
"Title: Custom render blocks inside content areaQuery: I created content area for jquery tabs. The sturcture is like on image 

[![enter image description here][1]][1]
[1]: http://i.stack.imgur.com/f4fHK.jpg


----------


If I try to render this structure through view of a block. I can't emulate it. 
Since I have to put all li's inside one ul and all divs inside ""tab-content""",LQ_EDIT
"Title: Find the approximate value in the vectorQuery: <p>I have a number of the vector with the numbers.</p>

<pre><code>test &lt;- 0.495

vector &lt;- c(0.5715122, 2.2860487, 5.1436096, 9.1441949)
</code></pre>

<p>This vector is the need to take an approximate number to the number 0.495.
Help me. </p>
",LQ_CLOSE
"Title: How do i add features like upload, preview and download in android cloud appQuery: currently i am working on a cloud app with aws and i have successfully configured sign in and sign up process all i want to know is how to cach that data from cloud and preview it without downloading. please add scripts for that. Thanks",LQ_EDIT
"Title: LDAP Authentication with a service account in JavaQuery: <p>I am trying to authenticate users from LDAP with a service account created. Im getting below error on <strong>ctx = new InitialDirContext(env);</strong></p>

<blockquote>
  <p>[LDAP: error code 49 - 8009030C: LdapErr: DSID-0C0903A8, comment: AcceptSecurityContext error, data 2030, v1db1</p>
</blockquote>

<p><strong><em>Can someone help me to understand where am I going wrong ?</em></strong></p>

<p>This is my java file</p>

<pre><code>/**
 * 
 */
package com.dei;

import java.util.Hashtable;

import javax.naming.AuthenticationException;
import javax.naming.Context;
import javax.naming.NameNotFoundException;
import javax.naming.NamingEnumeration;
import javax.naming.NamingException;
import javax.naming.SizeLimitExceededException;
import javax.naming.directory.Attribute;
import javax.naming.directory.Attributes;
import javax.naming.directory.DirContext;
import javax.naming.directory.InitialDirContext;
import javax.naming.directory.SearchControls;
import javax.naming.directory.SearchResult;

public class LdapConnector {


        private static final String LDAP_SERVER_PORT = ""389"";
        private static final String LDAP_SERVER = ""server"";
        private static final String LDAP_BASE_DN = ""OU=role,OU=roles,OU=de,OU=apps,DC=meta,DC=company,DC=com"";
        private static final String LDAP_BIND_DN = ""cn=service_account"";//service account userid provided by LDAP team
        private static final String LDAP_BIND_PASSWORD = ""password"";///service account pwd provided by LDAP team


        public Boolean validateLogin(String userName, String userPassword) {
            Hashtable&lt;String, String&gt; env = new Hashtable&lt;String, String&gt;();
            env.put(Context.INITIAL_CONTEXT_FACTORY, ""com.sun.jndi.ldap.LdapCtxFactory"");
            env.put(Context.PROVIDER_URL, ""ldap://"" + LDAP_SERVER + "":"" + LDAP_SERVER_PORT + ""/"" + LDAP_BASE_DN);

            // To get rid of the PartialResultException when using Active Directory
            env.put(Context.REFERRAL, ""follow"");

            // Needed for the Bind (User Authorized to Query the LDAP server) 
            env.put(Context.SECURITY_AUTHENTICATION, ""simple"");
            env.put(Context.SECURITY_PRINCIPAL, LDAP_BIND_DN);
            env.put(Context.SECURITY_CREDENTIALS, LDAP_BIND_PASSWORD);

            DirContext ctx;
            try {
               ctx = new InitialDirContext(env);
            } catch (NamingException e) {
               throw new RuntimeException(e);
            }

            NamingEnumeration&lt;SearchResult&gt; results = null;

            try {
               SearchControls controls = new SearchControls();
               controls.setSearchScope(SearchControls.SUBTREE_SCOPE); // Search Entire Subtree
               controls.setCountLimit(1);   //Sets the maximum number of entries to be returned as a result of the search
               controls.setTimeLimit(5000); // Sets the time limit of these SearchControls in milliseconds

               String searchString = ""(&amp;(objectCategory=user)(sAMAccountName="" + userName + ""))"";

               results = ctx.search("""", searchString, controls);

               if (results.hasMore()) {

                   SearchResult result = (SearchResult) results.next();
                   Attributes attrs = result.getAttributes();
                   Attribute dnAttr = attrs.get(""distinguishedName"");
                   String dn = (String) dnAttr.get();

                   // User Exists, Validate the Password

                   env.put(Context.SECURITY_PRINCIPAL, dn);
                   env.put(Context.SECURITY_CREDENTIALS, userPassword);

                   new InitialDirContext(env); // Exception will be thrown on Invalid case
                   System.out.println(""Login successful"");
                   return true;
               } 
               else 
                   return false;

            } catch (AuthenticationException e) { // Invalid Login
                System.out.println(""Login failed"" +e.getMessage());

                return false;
            } catch (NameNotFoundException e) { // The base context was not found.
                System.out.println(""Login failed"" +e.getMessage());
                return false;
            } catch (SizeLimitExceededException e) {
                throw new RuntimeException(""LDAP Query Limit Exceeded, adjust the query to bring back less records"", e);
            } catch (NamingException e) {
               throw new RuntimeException(e);
            } finally {

               if (results != null) {
                  try { results.close(); } catch (Exception e) { /* Do Nothing */ }
               }

               if (ctx != null) {
                  try { ctx.close(); } catch (Exception e) { /* Do Nothing */ }
               }
            }
        }
}
</code></pre>
",HQ
"Title: How to prevent my process fro being killed on logout in windowsQuery: How can I allow my process to persist after logout and not be killed, preferably without requiring the process to have administrator privileges. I am unable to use a service/scheduled task duebto some peculiarities in the program.",LQ_EDIT
"Title: linux unix regexQuery: Trying to extract  the digit bewtween  the parenthesis (AA) and modify (expl: times 300 )  and  update  the old value (AA) using the new value which is  (AA*300) in the whole text.


Exmp text: 
  RRRR  TTTTYYY (22);

  UUUUUUU IIIIII4 (55);

",LQ_EDIT
"Title: Selenium Chrome window running in second monitor screen stealing focusQuery: <p>I use WebDriver with Chrome Driver 2.35 with Selenium. </p>

<p>I have a dual monitor setup in which I run my test cases. I do run my cases headlessly most of the times but sometimes, when I want to debug, I run it with the browser. </p>

<p>The window opens, I drag it to my second monitor and continue working with other stuff in my primary monitor. But whenever there is an action in the secondary Chrome Selenium screen, the focus shifts to that window and I lose control. </p>

<p>This is really annoying, has anyone else faced this issue? Any solutions?</p>
",HQ
"Title: Integration of Kubernetes with Apache AirflowQuery: <p>We are building workflow scheduling application. We found Airflow as a good option for workflow manager and Kubernetes as good option for Cluster manager. Thus, flow would be, </p>

<ol>
<li>We will submit workflow DAG to Airflow.</li>
<li>Airflow should submit the tasks of a given DAG to Kubernetes by specifying docker image.</li>
<li>Kubernetes should execute the task by running docker container on an available EC2 worker node of a cluster. </li>
</ol>

<p>On searching, we found, Airflow has Operators for integrating with ECS, Mesos but not for Kubernetes. However, we found a request for Kubernetes Operator on <a href=""https://cwiki.apache.org/confluence/pages/viewpage.action?pageId=71013666"" rel=""noreferrer"">Airflow wiki</a>, but not any further update on it. </p>

<p>So, the question to be simply put is, how to integrate Airflow with Kubernetes?</p>
",HQ
"Title: Docker compose yml static IP addressingQuery: <p>I have such docker-compose.yml (not a full list here):</p>

<pre><code>version: '2'

services:

  nginx:
    build: ./nginx/
    ports:
      - 8080:80
    links:
      - php
    volumes_from:
      - app
    networks:
      app_subnet:
        ipv4_address: 172.16.1.3

  php:
    build: ./php/
    expose:
      - 9000
    volumes_from:
      - app
    networks:
      app_subnet:
        ipv4_address: 172.16.1.4

    networks:
      app_subnet:
        driver: bridge
        ipam:
        config:
          - subnet: 172.16.1.0/24
          gateway: 172.16.1.1
</code></pre>

<p>After <code>docker-compose up</code> I got such an error:</p>

<blockquote>
  <p>User specified IP address is supported only when connecting to
  networks with user configured subnets</p>
</blockquote>

<p>So I'm creating subnet with <code>docker network create --gateway 172.16.1.1 --subnet 172.16.1.0/24 app_subnet</code></p>

<p>But this doesn't solve the problem because docker-compose creates the subnet with name dev_app_subnet on the fly. And my subnet is not used - I'm getting the same error. 
The main purpose of doing this is to assign static IP for nginx service - open my project web url from etc/hosts file.</p>
",HQ
